"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","iata_code","local_code","home_link","wikipedia_link","keywords"
1869,"CYQI","medium_airport","Yarmouth Airport",43.8269004821777,-66.0880966186523,141,NA,"CA","CA-NS","Yarmouth","no","CYQI","YQI","","","http://en.wikipedia.org/wiki/Yarmouth_Airport",""
1870,"CYQK","medium_airport","Kenora Airport",49.7882995605469,-94.3630981445312,1332,NA,"CA","CA-ON","Kenora","yes","CYQK","YQK","","","http://en.wikipedia.org/wiki/Kenora_Airport",""
1871,"CYQL","medium_airport","Lethbridge County Airport",49.6302986145,-112.800003052,3048,NA,"CA","CA-AB","Lethbridge","yes","CYQL","YQL","","","http://en.wikipedia.org/wiki/Lethbridge_County_Airport","Kenyon Field"
1872,"CYQM","medium_airport","Greater Moncton International Airport",46.1122016906738,-64.678596496582,232,NA,"CA","CA-NB","Moncton","yes","CYQM","YQM","","","http://en.wikipedia.org/wiki/Greater_Moncton_International_Airport",""
1873,"CYQN","medium_airport","Nakina Airport",50.1828002929688,-86.696403503418,1057,NA,"CA","CA-ON","Nakina","yes","CYQN","YQN","","","http://en.wikipedia.org/wiki/Nakina_Airport",""
1874,"CYQQ","medium_airport","Comox Airport",49.7108001708984,-124.887001037598,84,NA,"CA","CA-BC","Comox","yes","CYQQ","YQQ","","","http://en.wikipedia.org/wiki/CFB_Comox","CFB Comox"
1875,"CYQR","medium_airport","Regina International Airport",50.4319000244141,-104.666000366211,1894,NA,"CA","CA-SK","Regina","yes","CYQR","YQR","","","http://en.wikipedia.org/wiki/Regina_International_Airport","YQR, Roland J. Groome International"
1876,"CYQS","medium_airport","St Thomas Municipal Airport",42.7700004577637,-81.1108016967773,778,NA,"CA","CA-ON","St Thomas","no","CYQS","YQS","","","http://en.wikipedia.org/wiki/St._Thomas_Airport",""
1877,"CYQT","medium_airport","Thunder Bay Airport",48.371898651123,-89.3238983154297,653,NA,"CA","CA-ON","Thunder Bay","yes","CYQT","YQT","","","http://en.wikipedia.org/wiki/Thunder_Bay_International_Airport",""
1878,"CYQU","medium_airport","Grande Prairie Airport",55.1796989441,-118.885002136,2195,NA,"CA","CA-AB","Grande Prairie","yes","CYQU","YQU","","http://www.grandeprairieairport.com/","http://en.wikipedia.org/wiki/Grande_Prairie_Airport",""
1879,"CYQV","medium_airport","Yorkton Municipal Airport",51.2647018432617,-102.46199798584,1635,NA,"CA","CA-SK","Yorkton","no","CYQV","YQV","","","http://en.wikipedia.org/wiki/Yorkton_Municipal_Airport",""
1880,"CYQW","medium_airport","North Battleford Airport",52.7691993713379,-108.244003295898,1799,NA,"CA","CA-SK","North Battleford","no","CYQW","YQW","","","http://en.wikipedia.org/wiki/North_Battleford_(Cameron_McIntosh)_Airport",""
1881,"CYQX","medium_airport","Gander International Airport",48.9369010925293,-54.5680999755859,496,NA,"CA","CA-NL","Gander","yes","CYQX","YQX","","","http://en.wikipedia.org/wiki/Gander_International_Airport","CFB Gander"
1882,"CYQY","medium_airport","Sydney / J.A. Douglas McCurdy Airport",46.1614,-60.047798,203,NA,"CA","CA-NS","Sydney","yes","CYQY","YQY","","http://www.sydneyairport.ca/","https://en.wikipedia.org/wiki/Sydney/J.A._Douglas_McCurdy_Airport",""
1883,"CYQZ","medium_airport","Quesnel Airport",53.0261001586914,-122.51000213623,1789,NA,"CA","CA-BC","Quesnel","yes","CYQZ","YQZ","","","http://en.wikipedia.org/wiki/Quesnel_Airport",""
1884,"CYRA","medium_airport","Rae Lakes Airport",64.116096496582,-117.309997558594,723,NA,"CA","CA-NT","Gamètì","yes","CYRA","YRA","","","http://en.wikipedia.org/wiki/Gam%C3%A8t%C3%AC/Rae_Lakes_Airport",""
1885,"CYRB","medium_airport","Resolute Bay Airport",74.7169036865,-94.9693984985,215,NA,"CA","CA-NU","Resolute Bay","yes","CYRB","YRB","","","http://en.wikipedia.org/wiki/Resolute_Bay_Airport",""
1887,"CYRI","medium_airport","Rivière-du-Loup Airport",47.7644004821777,-69.5847015380859,427,NA,"CA","CA-QC","Rivière-du-Loup","no","CYRI","YRI","","http://www.ville.riviere-du-loup.qc.ca/anglais/aeroport.php","http://en.wikipedia.org/wiki/Rivi%C3%A8re-du-Loup_Airport",""
1888,"CYRJ","medium_airport","Roberval Airport",48.5200004577637,-72.2656021118164,586,NA,"CA","CA-QC","Roberval","yes","CYRJ","YRJ","","","http://en.wikipedia.org/wiki/Roberval_Airport",""
1889,"CYRL","medium_airport","Red Lake Airport",51.0668983459473,-93.793098449707,1265,NA,"CA","CA-ON","Red Lake","yes","CYRL","YRL","","","http://en.wikipedia.org/wiki/Red_Lake_Airport",""
1891,"CYRO","medium_airport","Ottawa / Rockcliffe Airport",45.4603004456,-75.6461029053,188,NA,"CA","CA-ON","Ottawa","no","CYRO","YRO","CYRO","http://www.rfc.ca/","http://en.wikipedia.org/wiki/Ottawa/Rockcliffe_Airport","YRO"
1893,"CYRQ","medium_airport","Trois-Rivières Airport",46.3527984619141,-72.6793975830078,199,NA,"CA","CA-QC","Trois-Rivières","no","CYRQ","YRQ","","","http://en.wikipedia.org/wiki/Trois-Rivi%C3%A8res_Airport",""
1894,"CYRS","medium_airport","Red Sucker Lake Airport",54.1671981811523,-93.5571975708008,729,NA,"CA","CA-MB","Red Sucker Lake","no","CYRS","YRS","","","http://en.wikipedia.org/wiki/Red_Sucker_Lake_Airport",""
1895,"CYRT","medium_airport","Rankin Inlet Airport",62.8114013672,-92.1157989502,94,NA,"CA","CA-NU","Rankin Inlet","yes","CYRT","YRT","","","http://en.wikipedia.org/wiki/Rankin_Inlet_Airport",""
1896,"CYRV","medium_airport","Revelstoke Airport",50.9667015076,-118.182998657,1459,NA,"CA","CA-BC","Revelstoke","no","CYRV","YRV","","","http://en.wikipedia.org/wiki/Revelstoke_Airport","YRV"
1897,"CYSB","medium_airport","Sudbury Airport",46.625,-80.7988967895508,1141,NA,"CA","CA-ON","Sudbury","yes","CYSB","YSB","","","http://en.wikipedia.org/wiki/Sudbury_Airport",""
1898,"CYSC","medium_airport","Sherbrooke Airport",45.4385986328125,-71.6913986206055,792,NA,"CA","CA-QC","Sherbrooke","no","CYSC","YSC","","","http://en.wikipedia.org/wiki/Sherbrooke_Airport",""
1901,"CYSF","medium_airport","Stony Rapids Airport",59.250301361084,-105.841003417969,805,NA,"CA","CA-SK","Stony Rapids","yes","CYSF","YSF","","","http://en.wikipedia.org/wiki/Stony_Rapids_Airport",""
1903,"CYSH","medium_airport","Smiths Falls-Montague (Russ Beach) Airport",44.94580078125,-75.9405975341797,416,NA,"CA","CA-ON","Smiths Falls","no","CYSH","YSH","","http://www.smithsfallsflyingclub.com/","http://en.wikipedia.org/wiki/Smiths_Falls-Montague_Airport","Smith Falls"
1904,"CYSJ","medium_airport","Saint John Airport",45.3161010742188,-65.8902969360352,357,NA,"CA","CA-NB","Saint John","yes","CYSJ","YSJ","","","http://en.wikipedia.org/wiki/Saint_John_Airport",""
1905,"CYSK","medium_airport","Sanikiluaq Airport",56.5377998352,-79.2466964722,104,NA,"CA","CA-NU","Sanikiluaq","yes","CYSK","YSK","","","http://en.wikipedia.org/wiki/Sanikiluaq_Airport",""
1906,"CYSL","medium_airport","St Leonard Airport",47.1575012207031,-67.8347015380859,793,NA,"CA","CA-NB","St Leonard","no","CYSL","YSL","","","http://en.wikipedia.org/wiki/St._Leonard_Airport",""
1907,"CYSM","medium_airport","Fort Smith Airport",60.0203018188477,-111.96199798584,671,NA,"CA","CA-NT","Fort Smith","yes","CYSM","YSM","","","http://en.wikipedia.org/wiki/Fort_Smith_Airport",""
1908,"CYSN","medium_airport","Niagara District Airport",43.1916999816895,-79.1716995239258,321,NA,"CA","CA-ON","St Catharines","no","CYSN","YCM","","","http://en.wikipedia.org/wiki/St._Catharines/Niagara_District_Airport","YSN"
1909,"CYSP","medium_airport","Marathon Airport",48.755298614502,-86.3443984985352,1035,NA,"CA","CA-ON","Marathon","no","CYSP","YSP","","","http://en.wikipedia.org/wiki/Marathon_Airport_(Canada)",""
1912,"CYST","medium_airport","St. Theresa Point Airport",53.8456001281738,-94.8518981933594,773,NA,"CA","CA-MB","St. Theresa Point","yes","CYST","YST","","","http://en.wikipedia.org/wiki/St._Theresa_Point_Airport",""
1913,"CYSU","medium_airport","Summerside Airport",46.440601348877,-63.8335990905762,56,NA,"CA","CA-PE","Summerside","no","CYSU","YSU","","","http://en.wikipedia.org/wiki/Summerside_Airport","PEI"
1915,"CYSY","medium_airport","Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport",71.9938964844,-125.242996216,282,NA,"CA","CA-NT","Sachs Harbour","yes","CYSY","YSY","","","http://en.wikipedia.org/wiki/Sachs_Harbour_Airport",""
1917,"CYTA","medium_airport","Pembroke Airport",45.8643989562988,-77.2517013549805,529,NA,"CA","CA-ON","Pembroke","no","CYTA","YTA","","http://www.flycyta.ca/","http://en.wikipedia.org/wiki/Pembroke_Airport",""
1918,"CYTE","medium_airport","Cape Dorset Airport",64.2300033569,-76.5267028809,164,NA,"CA","CA-NU","Cape Dorset","yes","CYTE","YTE","","","http://en.wikipedia.org/wiki/Cape_Dorset_Airport",""
1919,"CYTF","medium_airport","Alma Airport",48.5088996887,-71.6418991089,445,NA,"CA","CA-QC","Alma","yes","CYTF","YTF","","","http://en.wikipedia.org/wiki/Alma_Airport",""
1920,"CYTH","medium_airport","Thompson Airport",55.8011016845703,-97.8641967773438,729,NA,"CA","CA-MB","Thompson","yes","CYTH","YTH","","","http://en.wikipedia.org/wiki/Thompson_Airport",""
1921,"CYTL","medium_airport","Big Trout Lake Airport",53.817798614502,-89.8968963623047,729,NA,"CA","CA-ON","Big Trout Lake","yes","CYTL","YTL","","","http://en.wikipedia.org/wiki/Big_Trout_Lake_Airport",""
1923,"CYTQ","medium_airport","Tasiujaq Airport",58.6678009033203,-69.9558029174805,122,NA,"CA","CA-QC","Tasiujaq","no","CYTQ","YTQ","","","http://en.wikipedia.org/wiki/Tasiujaq_Airport",""
1924,"CYTR","medium_airport","CFB Trenton",44.1189002990723,-77.5280990600586,283,NA,"CA","CA-ON","Trenton","no","CYTR","YTR","","","http://en.wikipedia.org/wiki/CFB_Trenton",""
1925,"CYTS","medium_airport","Timmins/Victor M. Power",48.5696983337,-81.376701355,967,NA,"CA","CA-ON","Timmins","yes","CYTS","YTS","","http://portal.timmins.ca/portal/en/timmins/residents/airport","http://en.wikipedia.org/wiki/Timmins_Airport","Timmins Victor M. Power Airport"
1926,"CYTZ","medium_airport","Billy Bishop Toronto City Centre Airport",43.627499,-79.396202,252,NA,"CA","CA-ON","Toronto","yes","CYTZ","YTZ","","http://www.torontoport.com/airport.aspx","http://en.wikipedia.org/wiki/Toronto_City_Centre_Airport","YTO, Toronto Island Airport"
1927,"CYUB","medium_airport","Tuktoyaktuk Airport",69.4332962036133,-133.026000976562,15,NA,"CA","CA-NT","Tuktoyaktuk","yes","CYUB","YUB","","","http://en.wikipedia.org/wiki/Tuktoyaktuk_Airport",""
1928,"CYUL","large_airport","Montreal / Pierre Elliott Trudeau International Airport",45.4706001282,-73.7407989502,118,NA,"CA","CA-QC","Montréal","yes","CYUL","YUL","YUL","http://www.admtl.com/passager/Home.aspx","http://en.wikipedia.org/wiki/Montr%C3%A9al-Pierre_Elliott_Trudeau_International_Airport","YMQ, Dorval Airport"
1929,"CYUT","medium_airport","Repulse Bay Airport",66.5214004517,-86.2247009277,80,NA,"CA","CA-NU","Repulse Bay","yes","CYUT","YUT","","","http://en.wikipedia.org/wiki/Repulse_Bay_Airport",""
1930,"CYUX","medium_airport","Hall Beach Airport",68.7761001587,-81.2425,30,NA,"CA","CA-NU","Hall Beach","yes","CYUX","YUX","","","http://en.wikipedia.org/wiki/Hall_Beach_Airport",""
1931,"CYUY","medium_airport","Rouyn Noranda Airport",48.2061004638672,-78.8356018066406,988,NA,"CA","CA-QC","Rouyn-Noranda","yes","CYUY","YUY","","","http://en.wikipedia.org/wiki/Rouyn-Noranda_Airport",""
1932,"CYVB","medium_airport","Bonaventure Airport",48.0710983276367,-65.4602966308594,123,NA,"CA","CA-QC","Bonaventure","no","CYVB","YVB","","","http://en.wikipedia.org/wiki/Bonaventure_Airport",""
1933,"CYVC","medium_airport","La Ronge Airport",55.1514015198,-105.262001038,1242,NA,"CA","CA-SK","La Ronge","yes","CYVC","YVC","","","http://en.wikipedia.org/wiki/La_Ronge_(Barber_Field)_Airport",""
1936,"CYVK","medium_airport","Vernon Airport",50.2481002807617,-119.331001281738,1140,NA,"CA","CA-BC","Vernon","no","CYVK","YVE","","","http://en.wikipedia.org/wiki/Vernon_Regional_Airport","YVK"
1937,"CYVM","medium_airport","Qikiqtarjuaq Airport",67.5457992554,-64.0314025879,21,NA,"CA","CA-NU","Qikiqtarjuaq","yes","CYVM","YVM","","","http://en.wikipedia.org/wiki/Qikiqtarjuaq_Airport",""
1938,"CYVO","medium_airport","Val-d'Or Airport",48.0532989502,-77.7827987671,1107,NA,"CA","CA-QC","Val-d'Or","yes","CYVO","YVO","","http://www.arvo.qc.ca/","http://en.wikipedia.org/wiki/Val-d'Or_Airport",""
1939,"CYVP","medium_airport","Kuujjuaq Airport",58.0960998535156,-68.4269027709961,129,NA,"CA","CA-QC","Kuujjuaq","yes","CYVP","YVP","","","http://en.wikipedia.org/wiki/Kuujjuaq_Airport",""
1940,"CYVQ","medium_airport","Norman Wells Airport",65.2816009521484,-126.797996520996,238,NA,"CA","CA-NT","Norman Wells","yes","CYVQ","YVQ","","","http://en.wikipedia.org/wiki/Norman_Wells_Airport",""
1941,"CYVR","large_airport","Vancouver International Airport",49.193901062,-123.183998108,14,NA,"CA","CA-BC","Vancouver","yes","CYVR","YVR","","http://www.yvr.ca/","http://en.wikipedia.org/wiki/Vancouver_International_Airport",""
1943,"CYVV","medium_airport","Wiarton Airport",44.7458,-81.107201,729,NA,"CA","CA-ON","Wiarton","no","CYVV","YVV","","http://wiartonairport.ca/","http://en.wikipedia.org/wiki/Wiarton_Airport",""
1944,"CYVZ","medium_airport","Deer Lake Airport",52.6557998657227,-94.0614013671875,1092,NA,"CA","CA-ON","Deer Lake","yes","CYVZ","YVZ","","","http://en.wikipedia.org/wiki/Deer_Lake_Airport_(Ontario)",""
1945,"CYWA","medium_airport","Petawawa Airport",45.9522018432617,-77.3191986083984,427,NA,"CA","CA-ON","Petawawa","no","CYWA","YWA","","","http://en.wikipedia.org/wiki/Petawawa_Airport",""
1946,"CYWG","large_airport","Winnipeg / James Armstrong Richardson International Airport",49.9099998474,-97.2398986816,783,NA,"CA","CA-MB","Winnipeg","yes","CYWG","YWG","YWG","http://www.waa.ca/","http://en.wikipedia.org/wiki/Winnipeg_James_Armstrong_Richardson_International_Airport","CFB Winnipeg"
1948,"CYWJ","medium_airport","Déline Airport",65.2110977172852,-123.435997009277,703,NA,"CA","CA-NT","Déline","yes","CYWJ","YWJ","","","http://en.wikipedia.org/wiki/Deline_Airport",""
1949,"CYWK","medium_airport","Wabush Airport",52.9219017028809,-66.8644027709961,1808,NA,"CA","CA-NL","Wabush","yes","CYWK","YWK","","","http://en.wikipedia.org/wiki/Wabush_Airport",""
1950,"CYWL","medium_airport","Williams Lake Airport",52.1831016541,-122.054000854,3085,NA,"CA","CA-BC","Williams Lake","yes","CYWL","YWL","","","http://en.wikipedia.org/wiki/Williams_Lake_Airport",""
1952,"CYWP","medium_airport","Webequie Airport",52.9593933975,-87.3748683929,685,NA,"CA","CA-ON","Webequie","yes","CYWP","YWP","","","http://en.wikipedia.org/wiki/Webequie_Airport",""
1954,"CYWY","medium_airport","Wrigley Airport",63.209400177002,-123.436996459961,489,NA,"CA","CA-NT","Wrigley","no","CYWY","YWY","","","http://en.wikipedia.org/wiki/Wrigley_Airport",""
1955,"CYXC","medium_airport","Cranbrook/Canadian Rockies International Airport",49.610801696777,-115.78199768066,3082,NA,"CA","CA-BC","Cranbrook","yes","CYXC","YXC","","","http://en.wikipedia.org/wiki/Cranbrook/Canadian_Rockies_International_Airport",""
1957,"CYXE","medium_airport","Saskatoon John G. Diefenbaker International Airport",52.1707992553711,-106.699996948242,1653,NA,"CA","CA-SK","Saskatoon","yes","CYXE","YXE","","","http://en.wikipedia.org/wiki/Saskatoon/John_G._Diefenbaker_International_Airport",""
1958,"CYXH","medium_airport","Medicine Hat Airport",50.0189018249512,-110.721000671387,2352,NA,"CA","CA-AB","Medicine Hat","yes","CYXH","YXH","","","http://en.wikipedia.org/wiki/Medicine_Hat_Airport",""
1959,"CYXJ","medium_airport","Fort St John Airport",56.2380981445312,-120.73999786377,2280,NA,"CA","CA-BC","Fort St.John","yes","CYXJ","YXJ","","","http://en.wikipedia.org/wiki/Fort_St._John_Airport",""
1960,"CYXK","medium_airport","Rimouski Airport",48.478099822998,-68.4969024658203,82,NA,"CA","CA-QC","Rimouski","no","CYXK","YXK","","","http://en.wikipedia.org/wiki/Rimouski_Airport",""
1961,"CYXL","medium_airport","Sioux Lookout Airport",50.113899230957,-91.9052963256836,1258,NA,"CA","CA-ON","Sioux Lookout","yes","CYXL","YXL","","","http://en.wikipedia.org/wiki/Sioux_Lookout_Airport",""
1962,"CYXN","medium_airport","Whale Cove Airport",62.2400016785,-92.5980987549,40,NA,"CA","CA-NU","Whale Cove","yes","CYXN","YXN","","","http://en.wikipedia.org/wiki/Whale_Cove_Airport",""
1963,"CYXP","medium_airport","Pangnirtung Airport",66.1449966431,-65.7136001587,75,NA,"CA","CA-NU","Pangnirtung","yes","CYXP","YXP","","","http://en.wikipedia.org/wiki/Pangnirtung_Airport",""
1964,"CYXQ","medium_airport","Beaver Creek Airport",62.4103012084961,-140.867004394531,2131,NA,"CA","CA-YT","Beaver Creek","no","CYXQ","YXQ","","","http://en.wikipedia.org/wiki/Beaver_Creek_Airport",""
1965,"CYXR","medium_airport","Earlton (Timiskaming Regional) Airport",47.6974006546,-79.8473453522,800,NA,"CA","CA-ON","Earlton","no","CYXR","YXR","","","http://en.wikipedia.org/wiki/Earlton_(Timiskaming_Regional)_Airport","yxr"
1966,"CYXS","medium_airport","Prince George Airport",53.8894004822,-122.679000854,2267,NA,"CA","CA-BC","Prince George","yes","CYXS","YXS","","","http://en.wikipedia.org/wiki/Prince_George_Airport",""
1967,"CYXT","medium_airport","Northwest Regional Airport Terrace-Kitimat",54.468498,-128.576009,713,NA,"CA","CA-BC","Terrace","yes","CYXT","YXT","","","http://en.wikipedia.org/wiki/Terrace_Airport",""
1968,"CYXU","medium_airport","London Airport",43.035599,-81.1539,912,NA,"CA","CA-ON","London","yes","CYXU","YXU","","http://www.londonairport.on.ca/","http://en.wikipedia.org/wiki/London_International_Airport",""
1969,"CYXX","medium_airport","Abbotsford Airport",49.0252990722656,-122.361000061035,195,NA,"CA","CA-BC","Abbotsford","yes","CYXX","YXX","","http://www.abbotsfordairport.ca/","http://en.wikipedia.org/wiki/Abbotsford_International_Airport",""
1970,"CYXY","medium_airport","Whitehorse / Erik Nielsen International Airport",60.7095985413,-135.067001343,2317,NA,"CA","CA-YT","Whitehorse","yes","CYXY","YXY","","","http://en.wikipedia.org/wiki/Whitehorse_International_Airport",""
1971,"CYXZ","medium_airport","Wawa Airport",47.9667015075684,-84.7866973876953,942,NA,"CA","CA-ON","Wawa","no","CYXZ","YXZ","","","http://en.wikipedia.org/wiki/Wawa_Airport",""
1972,"CYYB","medium_airport","North Bay Jack Garland Airport",46.363602,-79.422798,1215,NA,"CA","CA-ON","North Bay","yes","CYYB","YYB","","https://yyb.ca/","http://en.wikipedia.org/wiki/North_Bay/Jack_Garland_Airport","Jack Garland Airport, CFB North Bay"
1973,"CYYC","large_airport","Calgary International Airport",51.113899231,-114.019996643,3557,NA,"CA","CA-AB","Calgary","yes","CYYC","YYC","","http://www.calgaryairport.com/","http://en.wikipedia.org/wiki/Calgary_International_Airport","McCall Field"
1974,"CYYD","medium_airport","Smithers Airport",54.8246994018555,-127.182998657227,1712,NA,"CA","CA-BC","Smithers","yes","CYYD","YYD","","","http://en.wikipedia.org/wiki/Smithers_Airport",""
1975,"CYYE","medium_airport","Fort Nelson Airport",58.8363990784,-122.597000122,1253,NA,"CA","CA-BC","Fort Nelson","yes","CYYE","YYE","","","http://en.wikipedia.org/wiki/Fort_Nelson_Airport",""
1976,"CYYF","medium_airport","Penticton Airport",49.4631004333496,-119.601997375488,1129,NA,"CA","CA-BC","Penticton","yes","CYYF","YYF","","","http://en.wikipedia.org/wiki/Penticton_Regional_Airport",""
1977,"CYYG","medium_airport","Charlottetown Airport",46.2900009155273,-63.1211013793945,160,NA,"CA","CA-PE","Charlottetown","yes","CYYG","YYG","","","http://en.wikipedia.org/wiki/Charlottetown_Airport","PEI"
1978,"CYYH","medium_airport","Taloyoak Airport",69.5466995239,-93.5766983032,92,NA,"CA","CA-NU","Taloyoak","yes","CYYH","YYH","","","http://en.wikipedia.org/wiki/Taloyoak_Airport",""
1979,"CYYJ","large_airport","Victoria International Airport",48.646900177,-123.426002502,63,NA,"CA","CA-BC","Victoria","yes","CYYJ","YYJ","","http://www.victoriaairport.com/","http://en.wikipedia.org/wiki/Victoria_International_Airport",""
1980,"CYYL","medium_airport","Lynn Lake Airport",56.863899230957,-101.075996398926,1170,NA,"CA","CA-MB","Lynn Lake","yes","CYYL","YYL","","","http://en.wikipedia.org/wiki/Lynn_Lake_Airport",""
1982,"CYYN","medium_airport","Swift Current Airport",50.2919006348,-107.691001892,2680,NA,"CA","CA-SK","Swift Current","no","CYYN","YYN","","http://www.swiftcurrentairport.com/","http://en.wikipedia.org/wiki/Swift_Current_Airport","YYN"
1984,"CYYQ","medium_airport","Churchill Airport",58.739200592041,-94.0650024414062,94,NA,"CA","CA-MB","Churchill","yes","CYYQ","YYQ","","","http://en.wikipedia.org/wiki/Churchill_Airport",""
1985,"CYYR","medium_airport","Goose Bay Airport",53.3191986084,-60.4258003235,160,NA,"CA","CA-NL","Goose Bay","yes","CYYR","YYR","","","http://en.wikipedia.org/wiki/CFB_Goose_Bay","CFB Goose Bay"
1986,"CYYT","large_airport","St. John's International Airport",47.618598938,-52.7518997192,461,NA,"CA","CA-NL","St. John's","yes","CYYT","YYT","","http://www.stjohnsairport.com/","http://en.wikipedia.org/wiki/St._John's_International_Airport",""
1987,"CYYU","medium_airport","Kapuskasing Airport",49.4138984680176,-82.4674987792969,743,NA,"CA","CA-ON","Kapuskasing","yes","CYYU","YYU","","","http://en.wikipedia.org/wiki/Kapuskasing_Airport",""
1988,"CYYW","medium_airport","Armstrong Airport",50.2902984619141,-88.9096984863281,1058,NA,"CA","CA-ON","Armstrong","no","CYYW","YYW","","","http://en.wikipedia.org/wiki/Armstrong_Airport",""
1989,"CYYY","medium_airport","Mont Joli Airport",48.6086006164551,-68.2080993652344,172,NA,"CA","CA-QC","Mont-Joli","yes","CYYY","YYY","","","http://en.wikipedia.org/wiki/Mont-Joli_Airport",""
1990,"CYYZ","large_airport","Lester B. Pearson International Airport",43.6772003174,-79.6305999756,569,NA,"CA","CA-ON","Toronto","yes","CYYZ","YYZ","YYZ","http://www.gtaa.com/","http://en.wikipedia.org/wiki/Toronto_Pearson_International_Airport","YTO, Toronto International Airport, Malton"
1991,"CYZD","medium_airport","Downsview Airport",43.7425003051758,-79.4655990600586,652,NA,"CA","CA-ON","Toronto","no","CYZD","YZD","","","http://en.wikipedia.org/wiki/Toronto/Downsview_Airport",""
1992,"CYZE","medium_airport","Gore Bay Manitoulin Airport",45.8852996826172,-82.5678024291992,635,NA,"CA","CA-ON","Gore Bay","no","CYZE","YZE","","","http://en.wikipedia.org/wiki/Gore_Bay-Manitoulin_Airport",""
1993,"CYZF","medium_airport","Yellowknife Airport",62.4627990722656,-114.440002441406,675,NA,"CA","CA-NT","Yellowknife","yes","CYZF","YZF","","","http://en.wikipedia.org/wiki/Yellowknife_Airport",""
1994,"CYZG","medium_airport","Salluit Airport",62.1794013977051,-75.6671981811523,743,NA,"CA","CA-QC","Salluit","yes","CYZG","YZG","","","http://en.wikipedia.org/wiki/Salluit_Airport",""
1995,"CYZH","medium_airport","Slave Lake Airport",55.2930984497,-114.777000427,1912,NA,"CA","CA-AB","Slave Lake","no","CYZH","YZH","","http://slavelakeairport.com","http://en.wikipedia.org/wiki/Slave_Lake_Airport","YZH"
1996,"CYZP","medium_airport","Sandspit Airport",53.2542991638,-131.813995361,21,NA,"CA","CA-BC","Sandspit","yes","CYZP","YZP","","","http://en.wikipedia.org/wiki/Sandspit_Airport","Queen Charlotte Islands, Haida Gwaii"
1997,"CYZR","medium_airport","Chris Hadfield Airport",42.9994010925293,-82.3088989257812,594,NA,"CA","CA-ON","Sarnia","yes","CYZR","YZR","","","http://en.wikipedia.org/wiki/Sarnia_(Chris_Hadfield)_Airport",""
1998,"CYZS","medium_airport","Coral Harbour Airport",64.1932983398,-83.3593978882,210,NA,"CA","CA-NU","Coral Harbour","yes","CYZS","YZS","","","http://en.wikipedia.org/wiki/Coral_Harbour_Airport",""
1999,"CYZT","medium_airport","Port Hardy Airport",50.6805992126465,-127.366996765137,71,NA,"CA","CA-BC","Port Hardy","yes","CYZT","YZT","","","http://en.wikipedia.org/wiki/Port_Hardy_Airport",""
2000,"CYZU","medium_airport","Whitecourt Airport",54.1439018249512,-115.787002563477,2567,NA,"CA","CA-AB","Whitecourt","no","CYZU","YZU","","","http://en.wikipedia.org/wiki/Whitecourt_Airport",""
2001,"CYZV","medium_airport","Sept-Îles Airport",50.2233009338379,-66.2656021118164,180,NA,"CA","CA-QC","Sept-Îles","yes","CYZV","YZV","","","http://en.wikipedia.org/wiki/Sept-%C3%8Eles_Airport",""
2002,"CYZW","medium_airport","Teslin Airport",60.1727981567383,-132.74299621582,2313,NA,"CA","CA-YT","Teslin","no","CYZW","YZW","","","http://en.wikipedia.org/wiki/Teslin_Airport",""
2003,"CYZX","medium_airport","CFB Greenwood",44.9844017028809,-64.9169006347656,92,NA,"CA","CA-NS","Greenwood","no","CYZX","YZX","","","http://en.wikipedia.org/wiki/CFB_Greenwood","Greenwood Airport"
2005,"CZAC","medium_airport","York Landing Airport",56.0894012451172,-96.0892028808594,621,NA,"CA","CA-MB","York Landing","yes","CZAC","ZAC","","","http://en.wikipedia.org/wiki/York_Landing_Airport",""
2006,"CZAM","medium_airport","Shuswap Regional Airport",50.682802,-119.228996,1751,NA,"CA","CA-BC","Salmon Arm","no","CZAM","YSN","","http://www.salmonarm.ca/index.aspx?nid=228","http://en.wikipedia.org/wiki/Salmon_Arm_Airport","AM4, Shuswap Regional Airport, Salmon Arm Airport"
2008,"CZBB","medium_airport","Boundary Bay Airport",49.0742,-123.012001,6,NA,"CA","CA-BC","Vancouver","no","CZBB","YDT","","http://http://czbb.com/","http://en.wikipedia.org/wiki/Boundary_Bay_Airport","ZBB"
2009,"CZBD","medium_airport","Ilford Airport",56.0614013672,-95.613899231,642,NA,"CA","CA-MB","Ilford","yes","CZBD","ILF","","","http://en.wikipedia.org/wiki/Ilford_Airport","ZBD"
2010,"CZBF","medium_airport","Bathurst Airport",47.629699707,-65.738899231,193,NA,"CA","CA-NB","Bathurst","yes","CZBF","ZBF","","","http://en.wikipedia.org/wiki/Bathurst_Airport_(New_Brunswick)","ZBF"
2011,"CZBM","medium_airport","Bromont (Roland Desourdy) Airport",45.2907981873,-72.7414016724,375,NA,"CA","CA-QC","Bromont","no","CZBM","ZBM","","","http://en.wikipedia.org/wiki/Bromont_Airport",""
2012,"CZEE","medium_airport","Kelsey Airport",56.0374984741,-96.5096969604,600,NA,"CA","CA-MB","Kelsey","no","CZEE","KES","ZEE","","http://en.wikipedia.org/wiki/Kelsey_Airport",""
